Senator,Party Affiliation,Full Question,Comey,Comey Response
MANCHIN,Democrat,Did he ever ask you any questions concerning this?,COMEY,"Well, there was an initial briefing of our findings. And I think there was conversation there I don't remember exactly where he asked what I found and what our sources were and what our confidence level was. The reason this is such a big deal. We have this big messy wonderful country where we fight with each other all the time. But nobody tells us what to think, what to fight about, what to vote for except other Americans. And that's wonderful and often painful. But we're talking about a foreign government that using technical intrusion, lots of other methods tried to shape the way we think, we vote, we act. That is a big deal. And people need to recognize it. It's not about Republicans or Democrats. They're coming after America, which I hope we all love equally. They want to undermine our credibility in the face the world. They think that this great experiment of ours is a threat to them. So they're going to try to run it down and dirty it up as much as possible. That's what this is about and they will be back. Because we remain Ñ as difficult as we can be with each other, we remain that shining city on the hill. And they don't like it."
MANCHIN,Democrat,"It's extremely important, extremely dangerous what we're dealing with and it's needed is what you're saying.",COMEY,"Yes, sir."
MANCHIN,Democrat,Do you believe there were any tapes or recordings of your conversations with the president?,COMEY,It never occurred to me until the president's tweet. I'm not being facetious. I hope there are.
MANCHIN,Democrat,"Both of you are in the same here, you both hope there are taping and recordings?",COMEY,"Well all I can do is hope. The president surely knows if he taped me. If he did, my feelings aren't hurt. Release all of the tapes I'm good with you."
MANCHIN,Democrat,"Sir, do you believe that Robert Mueller, our new special versus, on Russia, will be thorough and complete without intervention and would you about confident on his recommendations?",COMEY,"Yes, Bob Mueller is one of the finest people and public servants this country has ever produced. He will do it well. He's a dogged-tough person and you can have high confidence when he's done, he's turned over all of the rocks."
MANCHIN,Democrat,"You've been asked a wide variety of questions and we're going to have more in our classified hearing. Something else I like to ask folks when they come here, what details of the saga should we be focused on and recommend that we do differently? To adjust our perspective on this.",COMEY,I don't know. One of the reasons I'm pleased to be here I think this committee has shown the American people although we have two parties and we disagree on things we can work together when it comes to the country. So I would hope that you would just keep doing what youÕre doing. And itÕs a good example for kids. That itÕs good in and of itself but we are an adult democracy.
MANCHIN,Democrat,You mentioned six times on the phone with president did you ever allude that you were performing inadequately? Ñ,COMEY,"No, quite the contrary. I was about to get on a helicopter one time. The head of the DEA was in the helicopter waiting for me. He called in to check in and tell me I was doing an awesome job. And wanted to see how I was doing. I said I'm doing fine, sir. Then I finished the call and got on the helicopter."
MANCHIN,Democrat,"Mr. Comey, do you believe you would have been fired if Hillary Clinton became president?",COMEY,That's a great question. I don't know. I don't know.
MANCHIN,Democrat,Have you had any thoughts about it?,COMEY,"I might have been. I don't know. Look, I've said before, that was an extraordinarily difficult and painful time. I think I did what I had to do. I knew it was going to be very bad for me personally. And the consequences might have been if Hillary Clinton was elected I might have been terminated. I don't know. I really don't."
MANCHIN,Democrat,"My final question, after the February 14th meeting in the oval office you mentioned to Attorney General Jeff Sessions. Did you ever consider why Attorney General Sessions was not asked to stay in the room?",COMEY,"Oh, sure. I did. And have. And in that moment, I knew Ñ"
MANCHIN,Democrat,Did you ever talk to him about it?,COMEY,No.
MANCHIN,Democrat,You never had a discussion with Jeff sessions on this?,COMEY,"No, not at all."
MANCHIN,Democrat,On any of your meetings?,COMEY,No.
MANCHIN,Democrat,Did he inquire? Did he show any inquiry whatsoever what was that meeting about?,COMEY,"No Ñ you're right. I did say to him. I'd forgotten this, I talked to him and said you have to be between me and the president and that's incredibly important. I forgot my exact words I passed along my the president's message about the leaks. I passed that along to the attorney general I think it was the next morning in the meeting. But I did not tell him about the Flynn part."
MANCHIN,Democrat,Do you believe this rises to obstruction of justice?,COMEY,"I don't know, that's Bob Mueller's job to sort that out. ."
COTTON,Republican,"Mr. Comey, you're encouraged.president will release the tapes will you encourage Mr. Mueller to release your memos?",COMEY,Sure.
COTTON,Republican,You said you did not record your conversations with President Obama or President Bush in memos. Did you do so with Attorney General Jeff Sessions or any other senior member of the trump Department of Justice?,COMEY,No. I think Ñ I am sorry.
COTTON,Republican,Did you record conversations or memos with the attorney general or any other senior member of the Obama administration?,COMEY,No.
COTTON,Republican,"Two phone calls, four phone calls are not discussed in your statement, for the record. What happens in those phone calls?",COMEY,"The president called me I believe shortly before he was inaugurated as a follow-up to our conversation, private conversation on January the 6th. He just wanted to reiterate his rejection of that allegation and talk aboutÑ- he'd thought about it more. And why he thought it wasn't true. The verified Ñ unverified parts. And during that call, he asked me again, hope you're going to say. You're doing a great job. I told him that I intended to. There was another phone call that I mentioned could have the date wrong, March 1st, where he called just to check in with me as I was about to get on the hospital. It was a secure call we had about an operational matter that is not related to any of this. Something that the FBI is working on. He wanted to make sure I understood how important he thought it was. A totally appropriate call. And then the fourth call, probably forgetting Ñ may have been Ñ I may have met the call when he called to invite me to dinner. I'll think about it as I'm answering other questions but I think I got that right."
COTTON,Republican,Let's turn our attention to the underlying activity at issue here. Russia's hacking of those e-mails and the allegation of collusion. Do you think Donald Trump colluded with Russia?,COMEY,"That's a question I don't think I should answer in an opening setting. As I said, when I left, we did not have an investigation focused on president trump. But that's a question that will be answered by the investigation, I think."
COTTON,Republican,"Let me turn to a couple statements by one of my colleagues, Senator Feinstein. She was the ranking member on this committee until January, which means that she had access to information that only she and Chairman Burr did. She's now the senior Democrat on the FBI Committee, which means she had access to information that many of us donÕt. On May 3rd on the Wolf Blitzer show she was asked ÒDo you believe you have evidence that in fact that there was collusion between Trump associates and Russia during the campaign? She answered not at this time. On May 18th, on the same show, Mr. Blitzer said, ÒThe last time you came on this show I I asked if you had seen any evidence that Russia had colluded with the Trump campaign."" You said not at this time. Has anything changed since we last spoke? Senator Feinstein said no, it hasnÕt. Do you have any reason to doubt those statements?",COMEY,"I don't doubt that the Senator Feinstein understood what she said. I just don't want to go down that route anymore because I'm Ñ I want to be fair to President Trump.I am not trying to suggest something nefarious but I don't want to get into the business of not to this person, not to that person."
COTTON,Republican,"On February 14th the New York Times published the story, the headline of which was ÒTrump campaign aides had repeated contacts with Russian intelligence.Ó You were asked if that as an inaccurate story. Would it be fair to characterize that story as almost entirely wrong?",COMEY,Yes.
COTTON,Republican,"Do you have Ñ at the time the story was published, any indication of any contact between Trump people and Russians, intelligence officers, other government officials or close associates of the Russian government?",COMEY,That's one I can't answer sitting here.
COTTON,Republican,"We can discuss that in the classified setting then. I want to turn your attention now to Mr. Flynn. The allegations of his underlying conduct to be specific. His alleged interactions with the Russian ambassador on the telephone and then what he said to senior Trump administration officials and Department of Justice officials. I understand there are other issues with Mr. Flynn related to his receipt of foreign monies or disclosure ever official advocacy, those are serious allegations that I'm sure will be pursued but I want to speak specifically about his interactions with the Russian ambassador. There's a story on January 23rd in The Washington Post that says, entitled ÒFBI reviewed calls with Russian ambassador but found nothing illicit.Ó Is this story accurate?",COMEY,"I don't want to comment ton that senator. I'm pretty sure the bureau has not confirmed any interception of communications. So, I don't want to talk about that in an opening setting."
COTTON,Republican,Would it be improper for an incoming national security advisor to have a conversation with a foreign ambassador?,COMEY,"In my experience, no."
COTTON,Republican,But you can't confirm or deny that the conversation happened and we would need to know the contents of that conversation to know if it in fact was proper.,COMEY,"I don't think I can talk about that opening setting. Again, I've been out of government a month. So, I also don't want to talk about things when it's now somebody else's responsibility. But maybe in the classified setting we can talk more about that."
COTTON,Republican,You stated earlier that there was an open investigation of Mr. Flynn and the FBI. Did you or any FBI agent ever sense that Mr. Flynn attempted to deceive you or make false states to an FBI agent?,COMEY,I don't want to go too far. That was the subject of the criminal inquiry.
COTTON,Republican,Did you ever come close to closing the investigation on Mr. Flynn?,COMEY,I don't think I can talk about that in open setting either.
COTTON,Republican,"We can discuss these more in the closed setting then. Mr. Comey, in 2004, you were a part of a well-publicized event about an intelligence program that had been recertified several times. And you were acting attorney general when Attorney General John Ashcroft was incapacitated due to illness. There was a dramatic showdown at the hospital here. The next day you said you that wrote the letter of resignation, signed it, went to meet with President Bush and explained why you produced to certify it is that accurate?",COMEY,Yes.
COTTON,Republican,At anytime during FBI director did you ever write and sign a letter of resignation?,COMEY,"Letter of resignation? No, sir."
COTTON,Republican,Despite all of off that testified to today you didn't feel this rose to a level of honest difference of opinion between accomplished and skilled lawyers in that 2004 episode.,COMEY,"I wouldn't characterize the events in 2004 that way but to answer, no, I didn't find, encounter any circumstance that led me intend to resign, consider to resign. No, sir."
HARRIS,Democrat,"Director Comey, I want to thank you you are now a private citizen and you're enduring a Senate Intelligence Committee hearing. Each of us gets seven minutes instead of five to ask you questions, thank you.",COMEY,I'm between opportunities now so Ñ
HARRIS,Democrat,"You are Ñ I'm sure you'll have future opportunities. You and I are both former prosecutors. I'm not going to require to you answer. I just want to make a statement that in my experience of prosecuting cases when a robber held a gun to somebody's head and said I hope you will give me your wallet, the word hope was not the operative word at that moment. But you don't have to respond to that point. I have a series of questions to ask you. And they're going to start with: Are you aware of any meetings between the trump administration officials and Russia officials during the campaign that have not been acknowledged by those officials in the White House?",COMEY,"That's not Ñ even if I remembered clearly, that's not a question I can answer in open setting."
HARRIS,Democrat,Are you aware of any questions by Trump campaign officials or associates of the campaign to hide their communications with Russia officials through encrypted means?,COMEY,I have to give you the same answer.
HARRIS,Democrat,"In the course of the FBI's investigation did you ever come across anything that suggested that communication, records, documents or other evidence had been destroyed?",COMEY,I think a got to give you the aim answer is because it would touch on investigative matters.
HARRIS,Democrat,And are you a wear of any potential efforts to conceal between campaign officials and Russian officials?,COMEY,I have to give you the aim answer is.
HARRIS,Democrat,"Thank you. As a former attorney general, I have a series of questions in connection with your connection with the attorney general while you were FBI director. What is your understanding of the parameters of Attorney General Sessions' recusal from the Russia investigation?",COMEY,I think it's described in a written release from DOJ which I don't remember sitting here but the gist is he will be recused from all matters relating to Russia or the campaign. Or the activities of Russia and the '16 election or something like that.
HARRIS,Democrat,"So, is your knowledge of the extent of the recusal based on the public statements he's made?",COMEY,Correct.
HARRIS,Democrat,Is there any kind of memorandum issued from the attorney general to the FBI outlining the parameters of his recusal?,COMEY,Not that I'm aware of.
HARRIS,Democrat,Do you know if he reviewed any DOJ documents before he was recused?,COMEY,I don't know.
HARRIS,Democrat,And after he was recused. I'm assuming same answer?,COMEY,Same answer.
HARRIS,Democrat,And aside from any notice or memorandum that was not sent or was what process would be to make sure that the attorney general would not have any connection to the investigation torsion your knowledge?,COMEY,I don't know for sure. I know he had consulted with career ethics officials that know how to run a recusal at DOJ. But I don't know what mechanism they set up.
HARRIS,Democrat,"And the attorney general recused himself from the investigation, do you believe it was appropriate for him to be involved in the firing of the chief investigator of that case that had Russia interference?",COMEY,"It's something that I can't answer sitting here. It's a reasonable question. It would depend on a lot of things I don't know, like did he know, what was he told, did he realize the investigation, things like that. I just don't know the answer."
HARRIS,Democrat,You mentioned in your testimony that the president essentially asked you for a loyalty pledge. Are you aware of him making the same request of any other member the cabinet?,COMEY,I don't know one way or another. I've never heard anything about it.
HARRIS,Democrat,"You mentioned you had the conversation where he hoped that you would let the Flynn matter go on February 14. Or thereabouts. It's my understanding that Mr. Sessions was recused from any involvement in the investigation, about a full two weeks later. To your knowledge, was the attorney general, did he have access to information about the investigation in those two weeks?",COMEY,"In theory, sure. Because he's the attorney general. I don't know whether he had any contact with materials related to that."
HARRIS,Democrat,To your knowledge was there any directive that he should not have any contact with any information about the Russian investigation between the February 14th date and the day he was ultimately recused himself on March 2nd.,COMEY,Not to my knowledge. I don't know one way or another.
HARRIS,Democrat,And did you speak to the attorney general about the Russia investigation about his recusal?,COMEY,"I don't think so, no."
HARRIS,Democrat,"Do you know if anyone in the department, in the FBI, forwarded any documents or information on memos of any sort, to the attention of the attorney general before his recusal?",COMEY,I don't know of any or remember any signaturing here. It's possible.
HARRIS,Democrat,"Do you know if the attorney general was involved, in fact, involved in any aspect of the Russia investigation after the 2nd of March?",COMEY,"I don't. I would assume not. Let me say this way, I don't know of any information that would lead me to believe he did something to touch the Russia investigation after recusal."
HARRIS,Democrat,"In your written testimony, you indicate that after you were left alone with the president, you mentioned that it was inappropriate and should never happen again to the attorney general. And apparently, he did not reply. And you wrote that he did not reply. What did he do, if anything? Did he just look at you? Was there a pause for a moment, what happened?",COMEY,I don't remember real clearly. I have a recollection of him just kind of looking at me. It was a danger I'm projecting on to him so this might be a faulty memory. But I kind of got Ñ his body language gave me a sense like what am I going to do.
HARRIS,Democrat,Did he shrug?,COMEY,I don't remember clearly. I think the reason I have that impression is I have some recollection of almost imperceptible like what am I going to do. But I don't have a clear recollection of that of that. He didn't say anything.
HARRIS,Democrat,"On that same February 14th meeting you said you understood the president to be requesting that you drop the investigation. After that meeting, however, you received two calls from the president March 30th and April 11th, where the president talked about cloud over his presidency. Has anything you've learned in the months since your February 14 meeting changed your understanding of the presidentÕs request Ñ _I guess that would be what he said in public documents or public interviews?",COMEY,Correct.
HARRIS,Democrat,"And is there anything about this investigation that you believe is in any way biased or, or is not being informed by a process of seeking the truth?",COMEY,"No. The appointment of a special counsel should offer great Ñ especially given who that person is, great comfort to Americans. No matter what your political affiliation is, that this will be done independently, confidently and honestly."
HARRIS,Democrat,"And do you believe he should have full authority, Mr. Mueller, to be able to pursue that investigation?",COMEY,"Yes. And knowing him well, over the years, if there's something that he thinks he needs, he will speak up about it."
HARRIS,Democrat,Do you believe he should have full independence?,COMEY,"Oh, yeah. And he wouldn't be part of if he wasn't going to get full Independence."
CORNYN,Republican,"Mr. Comey I'll repeat what I said in previous hearings that I believe you're a good and decent man who has been dealt with a difficult hand starting back with the Clinton e-mail investigation. I appreciate you being here voluntarily to cooperation with the investigation. As a general matter, if an FBI agent has reason to believe that a crime has been committed, do they have a duty to report it?",COMEY,"That's a good question. I don't know that there's a legal duty to report it. They certainly have a cultural, ethical duty to report it."
CORNYN,Republican,You're unsure whether they would have a legal duty?,COMEY,"That's a good question. I have not thought about that before. There's a statute that prohibits the felony, knowing a felony and taking steps to conceal it but that's a different question. Let me be clear, I would expect any FBI agent who has information about a crime to report it."
CORNYN,Republican,"Me, too.",COMEY,"But where you rest that obligation, I don't know. It exists."
CORNYN,Republican,"And let me suggest as a general proposition, if you're trying to make an investigation go away, is firing an FBI director a good way to make that happen? By that, I mean --",COMEY,It doesn't make a lot of sense to me but I obviously am hopelessly biased given I was the one fired.
CORNYN,Republican,I understand it's personal.,COMEY,"Given the nature of the FBI, I meant what I said. For all the indispensable people in the world, including the FBI, there's lots of bad things for me not being at the FBI, most of them for me, but the work is going to go on."
CORNYN,Republican,"Nothing that you testified to as to today, has impeded the investigation of the FBI or director Mueller's ability to get to the bottom of this?",COMEY,"Correct. Especially, Director Mueller is a critical part of that equation."
CORNYN,Republican,"Let me take you back to the Clinton e-mail investigation. I think you've been tanked agency a hero or a villain, depending on whose political ox is being gored at many different times during the court of the Clinton e-mail investigation, and even now perhaps. But you clearly were troubled by the conduct of the sitting Attorney General Loretta Lynch when it came to the Clinton e-mail investigation. You mentioned the characterization that you'd been asked to accept. That this was a matter. And not a criminal investigation. Which you said it was. There was the matter of President Clinton's meeting on the tarmac. With the sitting attorney general at the time when his wife was a subject to a criminal investigation. And you suggested that perhaps there are other matters that you may be able to share with us later on in a classified setting. But it seems to me that you clearly believe that Loretta Lynch, the attorney general, had an appearance of a conflict of interest on the Clinton e-mail investigation. Is that correct?",COMEY,That's fair. I didn't believe she could credibly decline that investigation. At least not without grievous damage to the Department of Justice and to the FBI.
CORNYN,Republican,"And under Department of Justice and FBI norms, wouldn't it have been appropriate for the attorney general, or if she had recused herself which she did not do for the deputy attorney general to appoint a special counsel. That's essentially what's happened with director Mueller. Would that have been an appropriate step?",COMEY,"Certainly, yes, sir."
CORNYN,Republican,And were you aware Ms. Lynch had been requested numerous times to appoint a special counsel and had refused.,COMEY,"Yes. From, I think, Congress had Ñ members of congress had repeatedly asked, yes, sir."
CORNYN,Republican,Yours truly did on multiple occasions. And that heightened your concerns about the appearance of a conflict of interest with the Department of Justice which caused you to make what you have described as an incorrectly painful decision to basically take the matter up yourself and led to that July press conference?,COMEY,"Yes, sir. I ask Ñ after President Clinton, former President Clinton met on the plane with the attorney general, I considered whether I should call for the appointment of a special counsel. And decided that would be an unfair thing to do because I knew there was no case there. We investigated it very, very thoroughly. I know this is a subject of passionate disagreement but I knew there was no case there. And calling for the appointment of special counsel would be brutally unfair because it would send the message, uh-huh, there's something here. That's my judgment. Lots of people have different views about it but that's what I thought about it."
CORNYN,Republican,"Well if a special counsel had been appointed they could have made that determination there was nothing there and declined to pursue it, right?",COMEY,Sure. But it would have been many months later or a year later.
CORNYN,Republican,"Let me just you ask to Ñ given the experience of the Clinton e-mail investigation and what happened there. Do you think it's unreasonable for anyone, any president, who has been assured on multiple occasions that he's not the subject of an FBI investigation, do you think it's unreasonable for them to want the FBI director to publicly announce that, so that this cloud over his administration would be removed?",COMEY,"I think that's a reasonable point of view. The concern would be, obviously, because as that boomerang comes back it's going to be a very big deal because there will be a duty to correct."
CORNYN,Republican,"Well, we saw that in the Clinton e-mail investigation.",COMEY,"Yes, I recall that."
CORNYN,Republican,"I know you do. So, let me ask you, finally, in the minute we have left. There was this conversation back and forth about loyalty. And I think we all appreciate the fact that an FBI director is an unique public official in the sense he's not Ñ he's a political appointee in one sense. But he has a duty of independence to pursue the law pursuant to the Constitution and laws of the United States. And so when the president asked you about loyalty, you got in this back and forth about, well, I'll pledge you my honesty. Then it looks like from what I've read you agreed upon honest loyalty. Is that the characterization?",COMEY,Yes.
CORNYN,Republican,Thank you very much.,COMEY,"Yes, sir."
REED,Democrat,"Thank you, Mr. Chairman, thank you, Director Comey. There have been press reports that the president, in addition to asking to you drop the Flynn investigation has asked other senior intelligence officials to take steps which would tend to undermine the investigation of Russia. There are reports that he's asked Dan Coats and Mike Rogers to make public statements exonerating him or taking the pressure off of him. And also reports about Admiral Rogers and Director Pompeo to intervene and reach out to the FBI to ask them. Are you aware of any of these -- do you have any information with respect to any of these allegations?",COMEY,I don't. I'm aware of the public reporting but I had no contact. No conversation with any of those leaders about that subject.
REED,Democrat,"Thank you. You have testified that you interpret the discussion with the president about Flynn as a direction to stop the investigation, is that correct?",COMEY,Yes.
REED,Democrat,"You testified that the president asked you to lift the cloud by especially making public statements dishonoring him and perhaps others, and you refused, correct?",COMEY,"I didn't do it. I didn't refuse the president. I told him we would see what we can do. The second time he called. I told him in substance, that's something your lawyer will have to take up with the Justice Department."
REED,Democrat,And part of the underlying logic as we discussed many times throughout this morning is the duty to correct. That is one of a theoretical issue but also a very practical issue. Was there Ñ your feeling that the direction on the investigation could in fact include the president?,COMEY,"Well, in theory. I mean, as I explained, the concern of one of my senior leader colleagues was, if you're looking at potential coordination between the campaign and Russia, the person at the head of the campaign is the candidate. So, logically, this person argued the candidate's knowledge, understanding, would logically become a part of your inquiry if it proceeds. So, I understand that argument. But my view was that what I said to the president was accurate and fair. And fair to him. I resisted the idea of publicly saying it. Although if the Justice Department had wanted to I would have done it because of the duty to correct and the slippery slope problem."
REED,Democrat,"Now, again, also, you've testified that the president asked you repeatedly to be loyal to him. And you responded you'd be honestly loyal. Which is your way of saying I'll be honest and I'll be ahead of the FBI independent, is that fair?",COMEY,"Correct. I tried honest first. And also, you see it in my testimony. I also tried to explain to him why it's in his interest and every president's interest for the FBI to be apart, in a way, because it's credibility is important to a president and total country. And so, I tried to hold the line. Hold the line. It got very awkward. And then I said you'll always have honesty from me. He said honest loyalty. And I then I proceeded with that as I saw that as a way to add this awkwardness."
REED,Democrat,Is there any explanation?,COMEY,"There was an explanation, I just don't buy it."
REED,Democrat,"Our, yes, so you're fired. Do you believe you're fired because you refused to take the president's direction, is that the ultimate reason?",COMEY,"I don't know for sure. I know I was fired. Again, I take the president's words, I know I was fired because of something about the way I was conducting the Russia investigation was in some way putting pressure on him, in some way irritating him. And he decided to fire he because of that. I can't go farther than that."
REED,Democrat,"Now, the Russian investigation as you've pointed out and my colleagues is one of the most serious hostile acts against this country's history undermining our core of elections is not a discrete event. It will likely occur again and is likely being prepared for '18, '20 and beyond. And yet the president of the United States advised you because at your own Ñ some relationship to the investigation. Then he shows up in the Oval Office with the Russian foreign minister first as classifying you as crazy and a real nutjob. He said ÒI faced great pressure because of Russia; thatÕs taken off.Ó Your conclusion would be that the president, I would think is downplaying the seriousness of this threat. In fact, took specific steps to stop a thorough investigation of the Russian influence, and also from what you've said or what was said this morning, doesn't seem particularly interested in these hostile threats by the Russians. Is that true?",COMEY,"I don't know that I can agree to that level of detail. There's no doubt it's a fair judgment. It's my judgment I was fired because of the Russia investigation. I was fired in some way to change Ñ or the endeavor was to change the way the Russia investigation is being conducted. That is a very big deal. And not just because it involves me. The nature of the FBI and the nature of its work requires that it not be the subject of political consideration. And on top of that, you have the Russia investigation itself is vital, because of the threat. And I know I should have said this earlier, but it's obvious, if any Americans were part of helping the Russians do that to us, that is a very big deal. And I'm confident if that is the case, director Mueller will find that evidence."
REED,Democrat,"Finally, the president tweeted that James Comey better hope there are no tapes of our conversations before they start leaking to the press. Was that a rather unsubtle attempt to intimidate you from testifying and intimidate anyone who seriously crosses his path from doing it?",COMEY,"I'm not going to sit here and try to attempts the president's tweets. To me, it's major impact. It occurred in the middle of the night, holy cow, there might be tapes. If there's tapes it's not just my word against him on the direction to get rid of the Flynn investigation."
McCAIN,Republican,"In the case of Hillary Clinton, you made the statement that there wasn't sufficient evidence to bring the suit against her, although it had been very careless in their behavior. But you did reach a conclusion, in that case that it was not necessary further pursue. Yet at the same time in the case of Mr. Comey, you said that there was not enough information to make a conclusion. Tell me the difference between your conclusion as far as former secretary Clinton is concerned and Mr. Trump?",COMEY,"The Clinton investigation was a completed investigation that the FBI had been deeply involved in. So, I had an opportunity to understand all of the facts and apply those facts against the laws as I understood them. This investigation was underway, still going, when I was fired. So it's nowhere near in the same place. At least it wasn't when I was Ñ"
McCAIN,Republican,But it's still ongoing?,COMEY,Correct. As far as I know. It was when I left.
McCAIN,Republican,That investigation is going on. This investigation is going on. To reach separate conclusions?,COMEY,"No, that one was done."
McCAIN,Republican,That investigation have any involvement of Secretary Clinton or any of her associates is completed?,COMEY,"Yes, as of July 5th, the FBI completed its investigative work. That's what I was announcing what we had done and what we had found."
McCAIN,Republican,"Well, at least in the mind-set of this member, there's a whole lot of questions remaining about what went on, particularly considering the fact that, as you mention, it's a, quote, big deal as to what went on during the campaign. So, I'm glad you concluded that part of the investigation. But I Ñ I think that the American people have a whole lot of questions out there, particularly since you just emphasized the role that Russia played. And obviously, she was a candidate for president at the time. So, she was clearly involved in this whole situation where fake news, as you've just described it, a big deal, took place. And you're going to have to help me out here. In other words, we're Ñ the investigation that anything former Secretary Clinton had to do and we don't have to worry about it anymore?",COMEY,"With respect to Ñ I'm a little confused, senator. With respect to Secretary Clinton we investigated her use of a personal e-mail server."
McCAIN,Republican,I understand.,COMEY,That's the investigation of July 5th that I concluded.
McCAIN,Republican,"So, at the same time, you made the announcement there would be no charges brought against then-Secretary Clinton for any activities involved in the Russia involvement and our engagement in our election. I don't quite understand how you can be done with that, but not done with the whole investigation of their attempt to affect the outcome of our election?",COMEY,"No, I'm sorry, when I was fired on May 9th [there was] still an open investigation to understand the Russians and whether any Americans worked with them."
McCAIN,Republican,"And the conclusion there was no need to bring charges against Secretary Clinton? So, you reached the conclusion with regard to the President Comey Ñ the case of President Trump, you had an ongoing investigation. So, you've got one candidate who you're done with. And another candidate that you have a long way to go. Is that correct?",COMEY,"I don't know how far the FBI has to go, but, yes ... Clinton clinton e-mail investigation was completed. The investigation of Russia's efforts in connection with the election. And whether there was any coordination and with whom the Russia campaign is ongoing when I left."
McCAIN,Republican,"You just made it clear you said, quote, this is a quote, big deal, unquote. I think it's hard to recognize in one case you reach a complete conclusion. And on the other side, you have not. And you in fact, obviously, there's a lot more there as we know. As you called it a, quote, big deal. She's one of the candidates. But in her case, you say there will be no charges, in case of President Trump, the investigation continues. What has been brought out in this hearing is more and more emphasis on the Russian engagement of and involvement in this campaign. How serious do you think this was?",COMEY,"Very serious. I want to say something to be made clear, we had not announced nor provocation to announce that the Russians may have coordinated with Secretary Clinton's campaign."
McCAIN,Republican,"Well, they may not have been involved with her campaign. They were involved with the entire presidential campaign, obviously.",COMEY,"Yes, sir. That is the investigation that began last summer and so far as I'm aware continues."
McCAIN,Republican,"So both President Trump and former candidate Clinton are both involved in the investigation, yet one of them, you said, there's going to be no charges. And the other one, the investigation continues. Well, I think there's a double standard there to tell you the truth. Then when the president said to you, he talked about the April 11th phone call, he said, quote, because I've been very loyal to you. Very loyal. We had that thing, you know. Does that arouse your curiosity as to what quote that thing was?",COMEY,Yes.
McCAIN,Republican,Why didn't you ask him?,COMEY,"It didn't seem to me to be important for the conversation we were having to understand that I took it to be some Ñ an effort to communicate to me this Ñ that there is a relationship between us where I've been good to you, you should be good to me."
McCAIN,Republican,"Yeah, but I think it would intensity arouse my curiosity if the president of the United States said we had that thing, you know. I'd like to know what the hell that thing is, particularly if I'm the director of the FBI.",COMEY,"Yeah, I get that, senator. Honestly, I'll tell you what: this is speculation but what I concluded at the time, in his memory, he was searching back to our encounter at the dinner and was preparing himself to say I offered loyalty to you, you promise loyalty to me. All of a sudden, I think his memory did not happen and he pulled up short."
McCAIN,Republican,"We would have had conversation if that happened to me, to be honest with you. Are you aware of anything that would lead you to believe that the president, or members of the administration or members of the campaign, could potentially be used to coerce or blackmail the administration?",COMEY,That's a subject for investigations. Not something I can comment on sitting here.
McCAIN,Republican,But you reached that conclusion as far as Secretary Clinton was concerned? But you're not reaching a conclusion as far as this administration is concerned? Are you aware of anything that would lead you to believe that information exists that could coerce members of the administration or blackmail the administration?,COMEY,"That's not a question I can answer, senator."
